SpeluncaDoge;2021-11-27 05:52:18+00:00;BTC;Short-term structure = bearish.  $BTC broke out of descending yellow trendline only to be slammed back below.  Support lies in the bull market band zone b/w 20wk SMA and 21 wk EMA; not breaching did propel $BTC out of correction in late Sep  (credit @intocryptoverse) https://t.co/MIPtmzBfyK
aeryyhdfg;2021-11-24 23:22:57+00:00;BTC;RT @satsdart: comp even worse, down 20% since btc summer low https://t.co/eZDWQmxXBM
kimmyizhir;2021-11-24 23:22:56+00:00;BTC;RT @finblox: ⚡️Flash Giveaway⚡️$20 in #Solana to a random person in 1 dayAll you have to do is Retweet &amp; Like this &amp; Pinned tweet+ Fo…
BTCADDICTX;2021-11-26 17:45:10+00:00;BTC;RT @Jackmor98705125: I’ll give 2 random people 10k $VRA each.  🚀Follow, retweet, like, and reply $VRA to enter. ✅I’ll choose the winner…
burneffectchain;2021-11-23 10:34:42+00:00;BTC;RT @Ekoanalizz: Yüklü miktarda 55.800-56.700 arasından Btc ye long pozisyonuna giriş yaptım.Stop seviyem 53.300 ler açtığım xxx 3xx. Vadeli…
69NiceBot69;2021-11-26 19:17:02+00:00;BTC;RT @CryptoJelleNL: FACT CHECK: subject matter experts confirm $BTC is trading at $69.420, contrary to news spreading on "crypto twitter"
LionForex1;2021-11-23 16:05:09+00:00;BTC;RT @OffshoreInn: The HODL Valley Metaverse – The Game That Can Grow Your Digital Wealth https://t.co/wdpvZjyAUr https://t.co/5SJgk18a3U 🤑 #…
1CentDream;2021-11-23 16:05:09+00:00;BTC;🔥#MononokeInu 🔥#SaitamaInu #SHIBA #shibainu #btc #dogearmy #CryptocurrencyNews #nftartFucking Legend ⬇️⬇️⬇️ https://t.co/6kid4EMgAN
MempoolWhales;2021-11-23 16:05:09+00:00;BTC;🐋482 #BTC (16.846.050 USD) will be transfered from unknown wallet to unknown address (never used before)https://t.co/uB4qgh091F#bitcoin
CryptoElena3;2021-11-26 09:44:47+00:00;BTC;@Nicocosta21 Elon gives a run down of which crypto is important &amp; which ones you should not buy. Shib is bad? #Shiba #altcoin #ShibaInu #Dogecoin #cryptocurrecy #Bitcoin     #AMCSTOCK  #shib #dogelonmars #Hodl $Doge $BTC $Shib $AMC  #BTC  #dogelon  https://t.co/DOBO0gdhqf
KonyvkaSimon;2021-11-26 09:44:47+00:00;BTC;RT @ViralErik: BLACK FRIDAY VÝPRODEJ I NA BTC!Slevy, slevy, slevy.
yuyucityxx;2021-11-25 12:30:08+00:00;BTC;RT @Hoo_exchange: 🚀Hoo Black Friday is coming❓What will the price of #BTC be at 15:00 (UTC+8) on Nov 28th?🎉Take a guess for the chance…
LisaRMyers3;2021-11-23 21:52:32+00:00;BTC;RT @SaitaVader: I've heard of panic buying &amp; panic selling  #Saitama got other Devs PANIC DOXXING 😂😜 SAITAMA THE FUTURE OF FINANCE 🚀🚀🚀🚀🚀…
bruindesimon;2021-11-23 21:52:30+00:00;BTC;📢My (small) Crypto Portfolio - November 22, 2021 (1-week performance)📋 Curated post from Publish0x💎 Read or write articles and get 💰 #crypto #referral #earn #btchttps://t.co/ixUWD02xEI
__bigwinhucityx;2021-11-26 09:24:59+00:00;BTC;RT @GyroCryptoBTC: I will give 50$ to random person in 6 hours as reroll- Retweet this- Follow me with notifications on#Crypto #NFTs #…
cr1xus;2021-11-26 09:24:59+00:00;BTC;@AnalizciKurt $btc dump it #btc short all in market $eth $ICP short it all coin going to down and down 🧐🧐
L0g4n_E;2021-11-26 09:24:58+00:00;BTC;RT @tmv_crypto: #btc dont be afraid.. https://t.co/nPKnxds6wQ
GertvanlLagen;2021-11-23 20:20:42+00:00;BTC;RT @GertvanLagen: $BTC: As long as price does not break above 62k I expect a flashcrash to 53k.
iamjg99;2021-11-26 11:44:12+00:00;BTC;RT @TDSlayerGame: $10 BNB first 2000 users, 3 random users $500.🔥 Follow🔥 Retweet &amp; Tag 3 friends🔥 Comment BSCClaim #Airdrophttps://…
CryptoA40672341;2021-11-26 22:24:21+00:00;BTC;$xyo: I did warn you below 15 hours ago .Remember, when #btc dumps hard , nothing is safe.This is you must manage your risk 24/7.-always have money for such days.-always book profit .Dangerous market people . https://t.co/g5pRzGue7I
SenaNdungCityxx;2021-11-25 01:37:54+00:00;BTC;RT @JTS_Global: 36 days left to vote for #BitPay to add $TRX! Hey #TRONICS we're losing ground! It only takes a few secs to #vote for our…
gloryacityx_win;2021-11-25 15:09:57+00:00;BTC;RT @oliviaclarkp: The Genesis Event2️⃣ is Coming in less than 2 hours!!!!User's guide:https://t.co/NjcSTrJ3HD25th Nov.1pm-3pm UTC 🍊💎S…
deniss050170;2021-11-24 18:29:42+00:00;BitMart;RT @apenftorg: 📢We will launch the limited edition TronmMeetbits NFT flash sale with #BitMart at 10AM EST, 11/26 !  ✨20% OFF ✨
cryptoindiaking;2021-11-24 18:29:04+00:00;BitMart;RT @Big_Dog_Token: 🔥@flozincrypto with over 150k followers talked about #Bigdog JOIN US: https://t.co/4AaMoCil3VNow #BDOG is active on…
1Abirah;2021-11-23 04:39:58+00:00;Idex;Me, my bags $SNDL, $ITRM, $WISH, $SOS, $IDEX few mores, &amp; my current situation... https://t.co/c7ZfzYbERL
anna_deobi;2021-11-22 23:17:14+00:00;ABCC;RT @TBZenEsp: [📽️] Actualización de The Star Magazine en Tiktok con The Boyz New.📎https://t.co/xGYu7B8lV3#THEBOYZ #더보이즈 @WE_THE_BOYZ ht…
Deepak84858712;2021-11-23 15:12:42+00:00;Gemini;RT @SydDivineTarot: a crazy concept to gemini, cancer, pisces &amp; libra placements https://t.co/A88ctWMhfn
starniite;2021-11-23 15:12:42+00:00;Gemini;122. the 3rd lowest gemini… that ain’t right I’m the only balanced version them other mfs crazy! got the Capricorn moon way to close to me too https://t.co/kJhsaXdU0o
crazyone_10;2021-11-25 02:27:56+00:00;Gemini;So mad watching the voice and seeing gemini go home 😡😡
mydearvixen;2021-11-25 02:27:56+00:00;Gemini;RT @witti_indi: Sagittarius/Gemini and being the life of the party, funny friend who is secretly hurting inside.
6ad6ritt;2021-11-23 20:46:57+00:00;Gemini;RT @kish_tarot: 💌Taurus. Gemini. Leo. Capricorn. Cancer. Pisces Aries.(s.m.r)You have been heard crying because of the pain. yes, it has…
starryroo;2021-11-24 02:21:01+00:00;Gemini;🌿 what you need to growaries - reflectiontaurus - leadershipgemini - diligencecancer - faithleo - harmonyvirgo - mental energylibra - controlscorpio - inner guidancesagittarius - couragecapricorn - positivityaquarius - generositypisces - contemplation
nirajshah;2021-11-24 02:20:58+00:00;Gemini;@JaiminDesai93 Altcoins are still a pain, TBH.  I usually end up on binance, coinbase, gemini (fiat to chain) then to @kucoincom buy/sell then transfer  to @MetaMask . for fiat to defi there is @Dharma_HQ - let me know if you want to look at dharma and i can send you a $100 refcode
wealthyting;2021-11-24 02:20:54+00:00;Gemini;RT @loveofdivine: gemini . libra . aquarius 💨🔮there is a cycle in your life that is coming to a close or has closed so that you can move…
GeminiAddict;2021-11-24 02:20:22+00:00;Gemini;Negative thinking &amp; Skeptik adalah kelemahan #Gemini karena terlalu sayang sama temen / pacar, kadang mereka suka curigaan.
laurenrose_ayy;2021-11-24 22:11:19+00:00;Gemini;Half libra half Gemini 😳 https://t.co/MAdb66kzX4
shwauby;2021-11-26 19:07:02+00:00;Gemini;@captainsudds What does it mean if I’m a Gemini 😳 is it just mental illness then?
rami8612;2021-11-22 23:40:34+00:00;LocalTrade;RT @Purefi_Protocol: 🤑Just 3 days left before the start of the PureFi round for LocalTrade! don’t miss the chance #PureFi gives to you! Thi…
Pritti_puppet;2021-11-23 16:54:20+00:00;LocalTrade;RT @LocaltradeC: 💚Proof-of-love 💞#LocalTrade contest with @nftbmarket 🚀15 winners be in whitelist for IDO Round!1. Follow our Media and…
TiagoPericao17;2021-11-25 12:56:15+00:00;Korbit;RT @ryucryptos: $SHIB Officially Listed on @KorbitOffical. Korea base CEX. Lets go #SHIBARMY Linkhttps://t.co/qVHyPjIAcU https://t.co/YD…
Mahboob96163642;2021-11-24 06:32:41+00:00;ZB;RT @99Starz_: We've successfully closed our private sale and raised US$3 MIL by selling all of the allocated $STZ tokens 🔥🔥🔥Capturing the…
shafiqa67164498;2021-11-26 11:39:15+00:00;ZB;@AhmerHassan_ktk @_audle @rabiaminnie2319 @_KamranShah @InshalUroos @YusraAmir01 @Khushi831998 @Im_UbaidLaj @TheShayanMj @AqibYusufzai @_ZB_here It is not just a spirit of a day. I am very serious about this issue.💖
babushorkar2;2021-11-25 05:05:59+00:00;ZG.com;RT @CryptoTownEU: 🚀 Airdrop: Qitmeer Network Round 2💰 Value: 150 PMEER👥 Referral: 150 PMEER📊 Market: HOTBIT, BITTHUMB, https://t.co/wO5V…
jerry_spana;2021-11-23 11:26:55+00:00;Kuna;RT @IAMartin_: Kibatala: wakati wa Ushahidi Wako Kuna Mahala Uliongozwa kumwambia Jaji Pale CRO ulimkuta Mtu fulani au Mwenye Haiba fulani…
bungol091896;2021-11-23 14:06:20+00:00;Bitfinex;@CoinDesk @Blockstream @bitfinex #WOLVERINU📍 About to hit 16000 holders any time.📍 Play to earn game incoming📍 Already in 5 exchanges. @Wolverinutoken #WOLVERINUTg : https://t.co/UD4f5NOaYZ
projeilan_com;2021-11-27 16:39:37+00:00;Bitfinex;@binance @BinanceChain @cz_binance @HuobiGlobal @bitfinex @Domain_Center @CoinMarketCap @coingecko @Hydraverse_io https://t.co/QO4FGhQoW5
Satoshis_Dragon;2021-11-27 16:38:09+00:00;Bitfinex;@BTCsessions @BitboBTC @clarkmoody @bitfinex @Bitstamp @CoinbasePro In the past that's been the sign of an insolvent exchange. 🤔
carlosgarod;2021-11-25 05:28:55+00:00;Bitfinex;RT @steve_hanke: This year, Bitfinex and Tether paid $42.5M for falsely claiming that Tether was backed by fiat currency assets. Now, Bitfi…
crypt0e;2021-11-25 05:27:44+00:00;Bitfinex;@HodlMagoo @RealFS3 @adam3us @bitfinex wait until you guys find out about the silk road, bitcoin bad, technology bad.
olapadesam00;2021-11-23 15:29:07+00:00;Waves Platform;✔️ seamless access for common investors without restricted asset class of inherent value.✔️ Making a strides towards achieving democratizing commodities which bridge #DeFi &amp; #CeFi in one platform.This is just the beginning of new waves in the space 🚀@cosmos#Crypto
UnderHerRemote;2021-11-26 18:36:23+00:00;Waves Platform;- hey!Come on, vogue!Let your body go with the flow!You know you can do it~!”A platform rises from the ground and takes Lena higher above the water. She waves to everyone below as she ascends like a princess in a parade."Beauty’s where you find it!Not just where you -
andrearinconAR;2021-11-24 10:30:56+00:00;Waves Platform;Financial advice buy $DATX for X1000 next week 🚀🚀 #NFT gaming Platform with #Google 🔥🔥$ONE $MLK $YFII $XTZ $MAHA $OPUL $OLT $BTT $SOLR $PBX $BTT $WAN $GLQ $KLV $AXS $GENS $MLK $WAVES $TEL $UOS $MAN $ZKT $SLIM $SOUL $SOL $NEAR $SHR $MAHA $LOC $ANKR #Huobi #KuCoin https://t.co/9r58nwiePG
Munroe302;2021-11-26 22:05:25+00:00;Waves Platform;$DATX to the fucking moon 🚀🚀🚀🚀Easy x800 trade today #NFT gaming Platform with #Google 🔥🔥$TRU $FLOKI $ERSDL $SHIB $CPOOL $BOSON $ETH $ADA $OCEAN $DENT $kin $fet $LINK $AION $ZEN $waves $nmr $zec $XMR $BNB $FIL $CVC $TRX $LINK #NFT $RUNE $BCH $VET $comp #HODL $atom $EGLD https://t.co/hfjs8N5o8i
weiqi995;2021-11-26 01:58:05+00:00;Waves Platform;Meta Universe has set off countless waves this year, and the root cause is Roblox, which went public in March. Roblox is a large game platform. Users can create games by themselves or participate in other people's games.
edg_rocha;2021-11-25 08:26:53+00:00;Waves Platform;@amazing_physics How would the sysmic waves affect the platform and the air inside the hole? Would there be any chances for a significant pressure difference that would make the floor colapse if it was to heavy and the weight unevenly distributed?
ubaidu_isa;2021-11-24 07:43:23+00:00;Waves Platform;RT @olapadesam00: ✔️ seamless access for common investors without restricted asset class of inherent value.✔️ Making a strides towards ac…
trendwatching;2021-11-23 12:32:04+00:00;Waves Platform;October 2021 saw @EDC_LasVegas  bring its EDM festival to game platform @InsideRoblox. How can your brand start making waves in the #metaverse? Click the link below to find out. 👇🏾🔗 https://t.co/Gj0Lpfvhxv#vr #virtualspaces https://t.co/NglWeSt3uJ
neulich_org;2021-11-24 08:51:27+00:00;Binance;RT @SergioDevidson: #MANA (Decentraland) - game token with the maximum trading volume in 24 hours$ 67,806,114 buy$ 738,157 sellAnd sudd…
Millowisck1;2021-11-23 22:40:46+00:00;Binance;RT @CryptoRubic: As you may know, #Binance will be halting its Binance Bridge services on Nov. 25th. However, we decided to shut it down on…
Geraldo_bsb;2021-11-23 12:02:46+00:00;Binance;RT @elonmusk: @CoinDesk @binance @egreechee Hey @cz_binance, what’s going on with your Doge customers? Sounds shady.
CarmenaCardiff;2021-11-23 12:02:45+00:00;Binance;RT @CryptoJones2011: @DuelistKingNFT Some fail, some succeedSome pump &amp; dump, some never pump.Some rug, some honeypotSome long plays, s…
MrWhale420;2021-11-23 18:42:08+00:00;Binance;@BTCTN Crazy how profitable frontrunning isBinance should've already banned thishttps://t.co/DUUjSrJijO
TaHa16074242;2021-11-25 21:09:58+00:00;Binance;RT @HHfegtastic: @cz_binance @lifeisdefi He owns a crypto site built in 2009Aren't you curious !?👇🤔🧐https://t.co/Wcco2nVzrF
hoozcpr;2021-11-23 14:22:29+00:00;Binance;Wanna earn by mining bitcoin? Cryptotab browser lets you earn money while browsing as usual! check it out from the below link:https://t.co/rD4kXjmPLx#BITCOIN #BTC #ETH #ETHEREUM #BNB #BINANCE https://t.co/9cK4DQk4y2 l
ramazan89134073;2021-11-26 19:07:12+00:00;Binance;RT @DYORCryptoBot: [SCAN RESULTS - 1h]Exchange: #KuCoinTop 5 bullish trend (#BTC pair)1: $XED2: $EWT3: $LPOOL4: $SOUL5: $REVVTop…
yashar165;2021-11-23 19:25:58+00:00;Binance;@MoonshotWhale @LBank_Exchange @MoonX_Bsc @CryptoPaycheck @FCF_Bsc @QredoNetwork @DeepBrainChain @WINRYINUOFFICAL @VikingsInu @Doge2_Official @solanium_io @ZinuToken Are you tired of passive incomeSO invest in #leopardbsc 💰💸Thank the #leopardarmy later 🔥#leopardwallet soon🔥🔥 next 1000X 🔥   #airdrop #bitcoin @binance@CoinMarketCap@gate_io @leopardbsc @MoonshotWhale @DEXToolsApp @coinbasevKkv8ohttps://t.co/lu1P2tJdDJ
Mohamma86503854;2021-11-23 19:25:58+00:00;Binance;@HHfegtastic @elonmusk @cz_binance @CoinDesk @binance @egreechee @lifeisdefi @FEGtoken 🎊👀bro if you are holding #FEG in a few weeks you will become a millionaire 👌🏽✅$USCT #ListOnFEGex #SmartDefi #SmartLend #AutoDeployer $ROX #ROXtoken #FEGexV2 #IAMFEG #FEGTOKEN #FEGbsc $FEG #FegToken_Iran #Defi $FEG #FegArmy #TeamGorilla #BringingDeFiTogether👀🎊50
BlackBoyF_ly;2021-11-23 19:25:57+00:00;Binance;RT @Cointelegraph: “What happened here?” Binance CEO pointed out Tesla glitch causing safety recall for roughly 12,000 vehicles after CEO E…
Mehdi300415375;2021-11-23 19:32:17+00:00;Binance;@HHfegtastic @elonmusk @cz_binance @CoinDesk @binance @egreechee @lifeisdefi @FEGtoken 🎊👀bro if you are holding #FEG in a few weeks you will become a millionaire 👌🏽✅$USCT #ListOnFEGex #SmartDefi #SmartLend #AutoDeployer $ROX #ROXtoken #FEGexV2 #IAMFEG #FEGTOKEN #FEGbsc $FEG #FegToken_Iran #Defi $FEG #FegArmy #TeamGorilla #BringingDeFiTogether👀🎊🦍52
owen18044656;2021-11-24 03:02:37+00:00;Binance;RT @Philourini: @binance Squid game on BSC makes investors suffer losses. Now, under the new community consensus, I hope Binance can give t…
KHNshills;2021-11-26 15:35:25+00:00;Binance;@JRNYcrypto $PETSA sneek peek of @MicroPetsBSC upcoming Play2Earn Runner game in Q1 2022  Stay tuned! 💪💪  @elonmusk @cz_binance$PETS #P2E #Metaverse #bnb #bsc #NFTGame #MicroPETSBSC #PlayToEarn  https://t.co/oZFRQGhHzf
